wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
lubelskie;krasnostawski;45737;133;20069;42;t0606
lubelskie;kraœnicki;74206;221;33311;67;t0607
lubelskie;lubartowski;61770;161;27646;27;t0608
lubelskie;lubelski;93986;277;40962;72;t0609
lubelskie;³êczyñski;43887;215;20131;44;t0610
lubelskie;³ukowski;63018;182;28252;56;t0611
lubelskie;opolski;50306;201;22255;31;t0612
lubelskie;parczewski;31534;83;13702;26;t0613
lubelskie;pu³awski;108331;294;49165;54;t0614
lubelskie;radzyñski;34309;45;15406;3;t0615
lubelskie;rycki;58200;123;26890;17;t0616
lubelskie;œwidnicki;52626;244;23563;50;t0617
lubelskie;tomaszowski;61349;229;27315;19;t0618
lubelskie;w³odawski;38168;89;16968;38;t0619
lubelskie;zamojski;53351;148;24882;22;t0620
lubelskie;Bia³a Podlaska;78644;244;35067;54;t0661
lubelskie;Che³m;70137;135;30492;15;t0662
lubelskie;Lublin;499642;1131;213855;158;t0663
lubelskie;Zamoœæ;99035;418;44388;55;t0664
lubuskie;gorzowski;32690;51;14529;4;t0801
lubuskie;kroœnieñski;54917;97;25008;7;t0802
lubuskie;miêdzyrzecki;72631;89;32545;13;t0803
lubuskie;nowosolski;100776;199;43106;28;t0804
lubuskie;s³ubicki;42351;26;19373;3;t0805
lubuskie;strzelecko-drezdenecki;55873;189;23740;27;t0806
lubuskie;sulêciñski;34871;144;14925;7;t0807
lubuskie;œwiebodziñski;59227;2;26430;1;t0808
lubuskie;zielonogórski;95576;69;42874;12;t0809
lubuskie;¿agañski;75473;237;32665;22;t0810
lubuskie;¿arski;108164;188;48867;14;t0811
lubuskie;wschowski;29909;72;13873;6;t0812
lubuskie;Gorzów Wielkopolski;171130;514;73645;47;t0861
lubuskie;Zielona Góra;167206;531;75094;50;t0862
³ódzkie;be³chatowski;80224;119;35520;19;t1001
³ódzkie;kutnowski;96425;249;45079;32;t1002
³ódzkie;³aski;39000;36;18041;0;t1003
³ódzkie;³êczycki;55988;52;24938;3;t1004
³ódzkie;³owicki;96480;240;44686;12;t1005
³ódzkie;³ódzki wschodni;41174;70;17853;9;t1006
³ódzkie;opoczyñski;64574;127;28426;28;t1007
³ódzkie;pabianicki;118565;257;53772;52;t1008
³ódzkie;pajêczañski;31534;24;14094;5;t1009
³ódzkie;piotrkowski;53721;99;24456;9;t1010
³ódzkie;poddêbicki;40126;75;18465;14;t1011
³ódzkie;radomszczañski;96143;269;43811;43;t1012
³ódzkie;rawski;31541;29;14088;1;t1013
³ódzkie;sieradzki;107937;226;47971;35;t1014
³ódzkie;skierniewicki;25480;22;11815;3;t1015
³ódzkie;tomaszowski;114268;225;52203;40;t1016
³ódzkie;wieluñski;93446;180;43121;24;t1017
³ódzkie;wieruszowski;35759;92;15684;17;t1018
³ódzkie;zduñskowolski;54329;76;24420;8;t1019
³ódzkie;zgierski;142573;526;64194;84;t1020
³ódzkie;brzeziñski;37220;124;17197;15;t1021
³ódzkie;£ódŸ;988940;2394;443147;236;t1061
³ódzkie;Piotrków Trybunalski;90833;226;40314;33;t1062
³ódzkie;Skierniewice;78841;266;35633;38;t1063
ma³opolskie;bocheñski;84350;220;36788;41;t1201
ma³opolskie;brzeski;72225;216;32504;24;t1202
ma³opolskie;chrzanowski;119369;224;52908;38;t1203
ma³opolskie;d¹browski;45557;162;20829;30;t1204
ma³opolskie;gorlicki;92729;345;42121;43;t1205
ma³opolskie;krakowski;172760;623;78202;84;t1206
ma³opolskie;limanowski;95293;311;42512;48;t1207
ma³opolskie;miechowski;64664;186;30090;16;t1208
ma³opolskie;myœlenicki;111263;264;50882;49;t1209
ma³opolskie;nowos¹decki;138938;246;60786;21;t1210
ma³opolskie;nowotarski;140231;432;61944;60;t1211
ma³opolskie;olkuski;116050;167;52629;17;t1212
ma³opolskie;oœwiêcimski;130081;197;59563;17;t1213
ma³opolskie;proszowicki;46782;21;21805;5;t1214
ma³opolskie;suski;74250;207;34145;49;t1215
ma³opolskie;tarnowski;101906;345;46127;39;t1216
ma³opolskie;tatrzañski;38692;124;17431;18;t1217
ma³opolskie;wadowicki;128946;238;56454;33;t1218
ma³opolskie;wielicki;119364;330;52616;58;t1219
ma³opolskie;Kraków;1277723;2638;579808;304;t1261
ma³opolskie;Nowy S¹cz;69429;236;31606;49;t1262
ma³opolskie;Tarnów;125448;535;54584;43;t1263
mazowieckie;bia³obrzeski;38323;12;17736;2;t1401
mazowieckie;ciechanowski;86440;283;39460;35;t1402
mazowieckie;garwoliñski;89035;114;41421;9;t1403
mazowieckie;gostyniñski;30763;42;14315;6;t1404
mazowieckie;grodziski;103137;225;45904;18;t1405
mazowieckie;grójecki;113471;289;51654;59;t1406
mazowieckie;kozienicki;48016;108;22021;19;t1407
mazowieckie;legionowski;85132;218;35508;7;t1408
mazowieckie;lipski;28522;6;13099;0;t1409
mazowieckie;³osicki;20443;173;9424;23;t1410
mazowieckie;makowski;45634;135;20134;14;t1411
mazowieckie;miñski;139481;301;60852;24;t1412
mazowieckie;m³awski;66578;207;30565;42;t1413
mazowieckie;nowodworski;122780;247;54824;38;t1414
mazowieckie;ostro³êcki;53495;248;24392;31;t1415
mazowieckie;ostrowski;54555;185;25981;31;t1416
mazowieckie;otwocki;101400;264;46487;41;t1417
mazowieckie;piaseczyñski;265381;442;118586;40;t1418
mazowieckie;p³ocki;92446;158;42606;24;t1419
mazowieckie;p³oñski;85591;59;38702;5;t1420
mazowieckie;pruszkowski;148419;425;67029;45;t1421
mazowieckie;przasnyski;54137;100;25050;11;t1422
mazowieckie;przysuski;31168;42;14304;4;t1423
mazowieckie;pu³tuski;50351;172;23165;17;t1424
mazowieckie;radomski;69389;107;31676;22;t1425
mazowieckie;siedlecki;33550;151;15589;16;t1426
mazowieckie;sierpecki;48167;77;22359;7;t1427
mazowieckie;sochaczewski;89326;161;41010;10;t1428
mazowieckie;soko³owski;45696;53;20713;7;t1429
mazowieckie;szyd³owiecki;23114;105;9754;19;t1430
mazowieckie;warszawski zachodni;124848;185;56870;18;t1432
mazowieckie;wêgrowski;50328;163;23224;28;t1433
mazowieckie;wo³omiñski;230936;517;100565;60;t1434
mazowieckie;wyszkowski;68134;214;31376;24;t1435
mazowieckie;zwoleñski;30468;94;14201;6;t1436
mazowieckie;¿uromiñski;31687;113;15214;14;t1437
mazowieckie;¿yrardowski;63061;241;28300;36;t1438
mazowieckie;Ostro³êka;77156;182;34927;6;t1461
mazowieckie;P³ock;141668;277;62260;12;t1462
mazowieckie;Radom;252680;567;112000;63;t1463
mazowieckie;Siedlce;125507;243;57377;52;t1464
mazowieckie;Warszawa;2802378;6399;1246053;688;t1465
opolskie;brzeski;76330;110;34680;8;t1601
opolskie;g³ubczycki;44807;186;20141;20;t1602
opolskie;kêdzierzyñsko-kozielski;86420;208;39286;15;t1603
opolskie;kluczborski;58876;95;26908;19;t1604
opolskie;krapkowicki;102743;169;46049;18;t1605
opolskie;namys³owski;30544;99;13898;17;t1606
opolskie;nyski;101111;129;46455;21;t1607
opolskie;oleski;51953;0;24099;0;t1608
opolskie;opolski;71285;95;31907;15;t1609
opolskie;prudnicki;43039;143;19348;18;t1610
opolskie;strzelecki;61644;244;27483;41;t1611
opolskie;Opole;203805;452;91032;36;t1661
podkarpackie;bieszczadzki;11306;0;5165;0;t1801
podkarpackie;brzozowski;49645;193;22535;21;t1802
podkarpackie;dêbicki;70627;145;29730;14;t1803
podkarpackie;jaros³awski;64797;209;28105;34;t1804
podkarpackie;jasielski;66281;228;28355;23;t1805
podkarpackie;kolbuszowski;24425;87;11058;5;t1806
podkarpackie;kroœnieñski;53365;135;24885;15;t1807
podkarpackie;le¿ajski;44995;23;19712;3;t1808
podkarpackie;lubaczowski;36501;166;16285;34;t1809
podkarpackie;³añcucki;45442;169;20795;46;t1810
podkarpackie;mielecki;93140;275;43144;42;t1811
podkarpackie;ni¿añski;35747;158;16627;23;t1812
podkarpackie;przemyski;21207;57;10073;11;t1813
podkarpackie;przeworski;32941;44;15200;6;t1814
podkarpackie;ropczycko-sêdziszowski;42280;125;18566;18;t1815
podkarpackie;rzeszowski;59759;143;26743;6;t1816
podkarpackie;sanocki;42406;53;18592;1;t1817
podkarpackie;stalowowolski;80962;256;36378;36;t1818
podkarpackie;strzy¿owski;29916;0;14101;0;t1819
podkarpackie;tarnobrzeski;17918;65;7722;7;t1820
podkarpackie;leski;15322;11;7063;1;t1821
podkarpackie;Krosno;48367;82;21916;16;t1861
podkarpackie;Przemyœl;52945;306;22276;44;t1862
podkarpackie;Rzeszów;604173;923;270166;162;t1863
podkarpackie;Tarnobrzeg;67322;163;30227;19;t1864
podlaskie;augustowski;47045;274;20926;51;t2001
podlaskie;bia³ostocki;69631;214;31494;54;t2002
podlaskie;bielski;40720;255;18227;16;t2003
podlaskie;grajewski;31076;24;14400;4;t2004
podlaskie;hajnowski;32493;69;14391;10;t2005
podlaskie;kolneñski;24547;32;11127;17;t2006
podlaskie;³om¿yñski;17200;35;8006;4;t2007
podlaskie;moniecki;25285;6;11455;0;t2008
podlaskie;sejneñski;13215;36;6004;11;t2009
podlaskie;siemiatycki;34170;122;15919;20;t2010
podlaskie;sokólski;47320;172;21918;50;t2011
podlaskie;suwalski;9367;12;4324;4;t2012
podlaskie;wysokomazowiecki;51653;95;23698;18;t2013
podlaskie;zambrowski;30614;201;13433;30;t2014
podlaskie;Bia³ystok;533673;1160;235605;182;t2061
podlaskie;£om¿a;74901;274;33965;48;t2062
podlaskie;Suwa³ki;64197;173;27611;41;t2063
pomorskie;bytowski;73686;27;32898;1;t2201
pomorskie;chojnicki;94246;128;42763;18;t2202
pomorskie;cz³uchowski;44894;146;19354;28;t2203
pomorskie;gdañski;65386;183;29894;24;t2204
pomorskie;kartuski;101386;273;45991;33;t2205
pomorskie;koœcierski;69035;107;31545;24;t2206
pomorskie;kwidzyñski;70202;192;31814;37;t2207
pomorskie;lêborski;63850;223;28328;44;t2208
pomorskie;malborski;45770;73;20820;8;t2209
pomorskie;nowodworski;35519;67;15935;15;t2210
pomorskie;pucki;64022;150;29075;13;t2211
pomorskie;s³upski;50989;132;23101;8;t2212
pomorskie;starogardzki;109596;346;49622;82;t2213
pomorskie;tczewski;91964;295;40147;60;t2214
pomorskie;wejherowski;173886;324;78563;34;t2215
pomorskie;sztumski;46015;138;20414;14;t2216
pomorskie;Gdañsk;884602;1544;399253;157;t2261
pomorskie;Gdynia;315968;1006;134921;91;t2262
pomorskie;S³upsk;125657;183;56887;19;t2263
pomorskie;Sopot;101818;250;45931;20;t2264
œl¹skie;bêdziñski;122224;305;54854;39;t2401
œl¹skie;bielski;117826;120;51088;32;t2402
œl¹skie;cieszyñski;172108;285;77652;29;t2403
œl¹skie;czêstochowski;96710;205;44402;27;t2404
œl¹skie;gliwicki;145087;297;61391;17;t2405
œl¹skie;k³obucki;62319;162;28056;28;t2406
œl¹skie;lubliniecki;59035;142;26348;25;t2407
œl¹skie;miko³owski;44390;0;20478;0;t2408
œl¹skie;myszkowski;60437;80;27795;20;t2409
œl¹skie;pszczyñski;70850;131;32427;12;t2410
œl¹skie;raciborski;96354;326;43418;45;t2411
œl¹skie;rybnicki;28300;29;13350;5;t2412
œl¹skie;tarnogórski;158572;460;73159;44;t2413
œl¹skie;bieruñsko-lêdziñski;41999;0;19347;0;t2414
œl¹skie;wodzis³awski;134755;295;60694;36;t2415
œl¹skie;zawierciañski;112976;306;50178;39;t2416
œl¹skie;¿ywiecki;114370;192;52982;33;t2417
œl¹skie;Bielsko-Bia³a;238514;711;107009;86;t2461
œl¹skie;Bytom;156757;421;70198;27;t2462
œl¹skie;Chorzów;126207;304;55961;24;t2463
œl¹skie;Czêstochowa;285982;874;127862;86;t2464
œl¹skie;D¹browa Górnicza;99955;479;44558;46;t2465
œl¹skie;Gliwice;297406;520;134171;59;t2466
œl¹skie;Jastrzêbie-Zdrój;65086;184;29058;18;t2467
œl¹skie;Jaworzno;98743;106;44267;21;t2468
œl¹skie;Katowice;625291;873;281595;95;t2469
œl¹skie;Mys³owice;55136;164;25204;12;t2470
œl¹skie;Piekary Œl¹skie;42844;174;19236;10;t2471
œl¹skie;Ruda Œl¹ska;192872;363;90509;40;t2472
œl¹skie;Rybnik;76431;427;33749;63;t2473
œl¹skie;Siemianowice Œl¹skie;95065;205;43556;22;t2474
œl¹skie;Sosnowiec;234783;505;103534;59;t2475
œl¹skie;Œwiêtoch³owice;44691;5;20275;0;t2476
œl¹skie;Tychy;123239;280;56993;24;t2477
œl¹skie;Zabrze;150516;342;64503;27;t2478
œl¹skie;¯ory;66945;130;30464;18;t2479
œwiêtokrzyskie;buski;57739;99;25912;10;t2601
œwiêtokrzyskie;jêdrzejowski;82933;264;38294;38;t2602
œwiêtokrzyskie;kazimierski;28011;229;12557;49;t2603
œwiêtokrzyskie;kielecki;127987;346;56864;48;t2604
œwiêtokrzyskie;konecki;63244;179;28259;48;t2605
œwiêtokrzyskie;opatowski;39512;118;17976;24;t2606
œwiêtokrzyskie;ostrowiecki;98362;313;44217;49;t2607
œwiêtokrzyskie;piñczowski;39427;41;16431;3;t2608
œwiêtokrzyskie;sandomierski;83603;132;38059;19;t2609
œwiêtokrzyskie;skar¿yski;57126;125;25956;14;t2610
œwiêtokrzyskie;starachowicki;68654;314;31130;41;t2611
œwiêtokrzyskie;staszowski;40307;31;18317;1;t2612
œwiêtokrzyskie;w³oszczowski;49799;119;22323;11;t2613
œwiêtokrzyskie;Kielce;308238;750;136931;98;t2661
warmiñsko-mazurskie;bartoszycki;59744;115;26860;14;t2801
warmiñsko-mazurskie;braniewski;33065;83;15402;10;t2802
warmiñsko-mazurskie;dzia³dowski;56981;204;26130;26;t2803
warmiñsko-mazurskie;elbl¹ski;41313;41;19354;14;t2804
warmiñsko-mazurskie;e³cki;91218;266;38005;36;t2805
warmiñsko-mazurskie;gi¿ycki;48059;166;22162;12;t2806
warmiñsko-mazurskie;i³awski;75096;213;33596;17;t2807
warmiñsko-mazurskie;kêtrzyñski;47766;105;21963;12;t2808
warmiñsko-mazurskie;lidzbarski;33171;40;15302;2;t2809
warmiñsko-mazurskie;mr¹gowski;33078;168;14600;8;t2810
warmiñsko-mazurskie;nidzicki;53888;75;20488;4;t2811
warmiñsko-mazurskie;nowomiejski;41060;116;18614;15;t2812
warmiñsko-mazurskie;olecki;27511;87;12684;14;t2813
warmiñsko-mazurskie;olsztyñski;104243;343;47301;65;t2814
warmiñsko-mazurskie;ostródzki;76898;111;35287;15;t2815
warmiñsko-mazurskie;piski;55866;189;24865;38;t2816
warmiñsko-mazurskie;szczycieñski;60576;161;27785;26;t2817
warmiñsko-mazurskie;go³dapski;20950;27;9370;0;t2818
warmiñsko-mazurskie;wêgorzewski;22489;66;10436;15;t2819
warmiñsko-mazurskie;Elbl¹g;139627;260;63208;23;t2861
warmiñsko-mazurskie;Olsztyn;253239;463;110663;54;t2862
wielkopolskie;chodzieski;43854;108;19900;23;t3001
wielkopolskie;czarnkowsko-trzcianecki;94312;213;43037;11;t3002
wielkopolskie;gnieŸnieñski;157638;401;72811;55;t3003
wielkopolskie;gostyñski;83892;363;38942;40;t3004
wielkopolskie;grodziski;39730;43;18970;5;t3005
wielkopolskie;jarociñski;61043;37;28599;6;t3006
wielkopolskie;kaliski;67802;15;31584;1;t3007
wielkopolskie;kêpiñski;48737;46;22380;8;t3008
wielkopolskie;kolski;72901;37;32437;9;t3009
wielkopolskie;koniñski;84264;208;37683;13;t3010
wielkopolskie;koœciañski;70738;144;32770;39;t3011
wielkopolskie;krotoszyñski;67958;113;31588;8;t3012
wielkopolskie;leszczyñski;22257;42;10283;6;t3013
wielkopolskie;miêdzychodzki;36570;48;16987;3;t3014
wielkopolskie;nowotomyski;68243;49;31428;6;t3015
wielkopolskie;obornicki;89175;190;38424;18;t3016
wielkopolskie;ostrowski;143706;163;63187;7;t3017
wielkopolskie;ostrzeszowski;49194;167;21525;20;t3018
wielkopolskie;pilski;109430;312;50447;45;t3019
wielkopolskie;pleszewski;69016;144;31811;22;t3020
wielkopolskie;poznañski;226861;435;102539;70;t3021
wielkopolskie;rawicki;59521;106;26701;16;t3022
wielkopolskie;s³upecki;47424;178;21329;25;t3023
wielkopolskie;szamotulski;77298;114;34742;9;t3024
wielkopolskie;œredzki;69971;143;32633;24;t3025
wielkopolskie;œremski;39603;88;17967;14;t3026
wielkopolskie;turecki;65066;97;30052;22;t3027
wielkopolskie;w¹growiecki;35533;90;16518;18;t3028
wielkopolskie;wolsztyñski;55115;149;25502;20;t3029
wielkopolskie;wrzesiñski;72872;308;32833;44;t3030
wielkopolskie;z³otowski;47956;82;21485;12;t3031
wielkopolskie;Kalisz;119928;473;54552;57;t3061
wielkopolskie;Konin;112065;413;50374;65;t3062
wielkopolskie;Leszno;80807;225;34603;17;t3063
wielkopolskie;Poznañ;1210115;2535;547356;292;t3064
zachodniopomorskie;bia³ogardzki;47740;103;21489;20;t3201
zachodniopomorskie;choszczeñski;42307;130;18628;23;t3202
zachodniopomorskie;drawski;62824;95;27913;19;t3203
zachodniopomorskie;goleniowski;70828;153;31432;24;t3204
zachodniopomorskie;gryficki;40303;132;17882;58;t3205
zachodniopomorskie;gryfiñski;63747;300;28650;39;t3206
zachodniopomorskie;kamieñski;53064;90;23804;8;t3207
zachodniopomorskie;ko³obrzeski;99999;111;44881;5;t3208
zachodniopomorskie;koszaliñski;37996;54;16743;5;t3209
zachodniopomorskie;myœliborski;45669;115;20400;10;t3210
zachodniopomorskie;policki;55092;128;25121;28;t3211
zachodniopomorskie;pyrzycki;31656;27;14761;3;t3212
zachodniopomorskie;s³awieñski;57940;227;25711;25;t3213
zachodniopomorskie;stargardzki;100743;442;44667;68;t3214
zachodniopomorskie;szczecinecki;90797;115;39898;12;t3215
zachodniopomorskie;œwidwiñski;45763;208;19198;41;t3216
zachodniopomorskie;wa³ecki;42735;63;20001;13;t3217
zachodniopomorskie;³obeski;49942;196;20757;29;t3218
zachodniopomorskie;Koszalin;134643;312;60215;44;t3261
zachodniopomorskie;Szczecin;628204;1299;275971;144;t3262
zachodniopomorskie;Œwinoujœcie;44392;88;20181;14;t3263
Ca³y kraj;;39854041;91351;17860688;11782;t0000
